Sample	SRA_Run_Id	Name	Sample Title	Description	BioProject	BioProject Title	Source	Country	collection date	INSDC center name	BioSample	Mouse strain
ERR2136563	ERR2136563	Fecal metagenomics from mice with experimental colitis	665M_t42	Saline control mouse Day 42, whole metagenome reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313010	C57BL6/J
ERR2136564	ERR2136564	Fecal metagenomics from mice with experimental colitis	666M_t42	Saline control mouse Day 42, whole metagenome reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313011	C57BL6/J
ERR2136565	ERR2136565	Fecal metagenomics from mice with experimental colitis	667M_t42	T cell treated mouse Day 42, whole metagenome reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313012	C57BL6/J
ERR2136566	ERR2136566	Fecal metagenomics from mice with experimental colitis	668M_t42	T cell treated mouse Day 42, whole metagenome reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313013	C57BL6/J
ERR2136567	ERR2136567	Fecal metagenomics from mice with experimental colitis	669M_t42	T cell treated mouse Day 42, whole metagenome reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313014	C57BL6/J
ERR2136568	ERR2136568	Fecal metagenomics from mice with experimental colitis	663P_t0	Saline control mouse Day 0, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313015	C57BL6/J
ERR2136569	ERR2136569	Fecal metagenomics from mice with experimental colitis	665P_t0	Saline control mouse Day 0, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313016	C57BL6/J
ERR2136570	ERR2136570	Fecal metagenomics from mice with experimental colitis	666P_t0	Saline control mouse Day 0, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313017	C57BL6/J
ERR2136571	ERR2136571	Fecal metagenomics from mice with experimental colitis	667P_t0	T cell treated mouse Day 0, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313018	C57BL6/J
ERR2136572	ERR2136572	Fecal metagenomics from mice with experimental colitis	668P_t0	T cell treated mouse Day 0, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313019	C57BL6/J
ERR2136573	ERR2136573	Fecal metagenomics from mice with experimental colitis	669P_t0	T cell treated mouse Day 0, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313020	C57BL6/J
ERR2136574	ERR2136574	Fecal metagenomics from mice with experimental colitis	663P_t14	Saline control mouse Day 14, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313021	C57BL6/J
ERR2136575	ERR2136575	Fecal metagenomics from mice with experimental colitis	665P_t14	Saline control mouse Day 14, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313022	C57BL6/J
ERR2136576	ERR2136576	Fecal metagenomics from mice with experimental colitis	666P_t14	Saline control mouse Day 14, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313023	C57BL6/J
ERR2136577	ERR2136577	Fecal metagenomics from mice with experimental colitis	667P_t14	T cell treated mouse Day 14, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313024	C57BL6/J
ERR2136578	ERR2136578	Fecal metagenomics from mice with experimental colitis	668P_t14	T cell treated mouse Day 14, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313025	C57BL6/J
ERR2136579	ERR2136579	Fecal metagenomics from mice with experimental colitis	669P_t14	T cell treated mouse Day 14, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313026	C57BL6/J
ERR2136580	ERR2136580	Fecal metagenomics from mice with experimental colitis	663P_t42	Saline control mouse Day 42, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313027	C57BL6/J
ERR2136581	ERR2136581	Fecal metagenomics from mice with experimental colitis	665P_t42	Saline control mouse Day 42, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313028	C57BL6/J
ERR2136582	ERR2136582	Fecal metagenomics from mice with experimental colitis	666P_t42	Saline control mouse Day 42, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313029	C57BL6/J
ERR2136583	ERR2136583	Fecal metagenomics from mice with experimental colitis	667P_t42	T cell treated mouse Day 42, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313030	C57BL6/J
ERR2136585	ERR2136585	Fecal metagenomics from mice with experimental colitis	669P_t42	T cell treated mouse Day 42, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA104313032	C57BL6/J
ERR2497911	ERR2497911	Fecal metagenomics from mice with experimental colitis	683M_t30	Saline control mouse Day 30, whole metagenome reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA1061669	C57BL6/J
ERR2497912	ERR2497912	Fecal metagenomics from mice with experimental colitis	692M_t30	Saline control mouse Day 30, whole metagenome reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA1061670	C57BL6/J
ERR2497913	ERR2497913	Fecal metagenomics from mice with experimental colitis	693M_t30	Saline control mouse Day 30, whole metagenome reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA1061671	C57BL6/J
ERR2497914	ERR2497914	Fecal metagenomics from mice with experimental colitis	690M_t30	T cell treated mouse Day 30, whole metagenome reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA1061672	C57BL6/J
ERR2497915	ERR2497915	Fecal metagenomics from mice with experimental colitis	691M_t30	T cell treated mouse Day 30, whole metagenome reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA1061673	C57BL6/J
ERR2497916	ERR2497916	Fecal metagenomics from mice with experimental colitis	698M_t30	T cell treated mouse Day 30, whole metagenome reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA1061674	C57BL6/J
ERR2497917	ERR2497917	Fecal metagenomics from mice with experimental colitis	683P_t30	Saline control mouse Day 30, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA1061675	C57BL6/J
ERR2497918	ERR2497918	Fecal metagenomics from mice with experimental colitis	692P_t30	Saline control mouse Day 30, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA1061676	C57BL6/J
ERR2497919	ERR2497919	Fecal metagenomics from mice with experimental colitis	693P_t30	Saline control mouse Day 30, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA1061677	C57BL6/J
ERR2497920	ERR2497920	Fecal metagenomics from mice with experimental colitis	690P_t30	T cell treated control mouse Day 30, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA1061678	C57BL6/J
ERR2497921	ERR2497921	Fecal metagenomics from mice with experimental colitis	691P_t30	T cell treated control mouse Day 30, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA1061679	C57BL6/J
ERR2497922	ERR2497922	Fecal metagenomics from mice with experimental colitis	698P_t30	T cell treated control mouse Day 30, VLP reads	PRJEB22710	Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.	Feces			UNIVERSITY OF COLORADO DENVER, SCHOOL OF MEDICINE	SAMEA1061680	C57BL6/J
ERR2752417	ERR2752417	feces metagenome	CNS0006482		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852922	
ERR2752418	ERR2752418	feces metagenome	CNS0006469		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852911	
ERR2752419	ERR2752419	feces metagenome	CNS0006471		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852910	
ERR2752420	ERR2752420	feces metagenome	CNS0006480		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852912	
ERR2752421	ERR2752421	feces metagenome	CNS0006474		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852921	
ERR2752422	ERR2752422	feces metagenome	CNS0006475		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852908	
ERR2752423	ERR2752423	feces metagenome	CNS0006470		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852919	
ERR2752424	ERR2752424	feces metagenome	CNS0006478		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852917	
ERR2752425	ERR2752425	feces metagenome	CNS0006481		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852916	
ERR2752426	ERR2752426	feces metagenome	CNS0006479		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852907	
ERR2752427	ERR2752427	feces metagenome	CNS0006468		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852915	
ERR2752428	ERR2752428	feces metagenome	CNS0006473		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852913	
ERR2752429	ERR2752429	feces metagenome	CNS0006476		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852920	
ERR2752430	ERR2752430	feces metagenome	CNS0006472		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852914	
ERR2752431	ERR2752431	feces metagenome	CNS0006477		PRJEB28161	TNBS mice metagenomics	Feces			CNGB	SAMEA4852909	
ERR2844015	ERR2844015	Mice intestinal microbiome	DNA1-2	Metagenomic and metatranscriptomic sequences of mice intestinal	PRJEB29020	Mice intestinal microbiome				HANYANG UNIVERSITY	SAMEA4979699	
ERR2844016	ERR2844016	Mice intestinal microbiome	DNA2-3	Metagenomic and metatranscriptomic sequences of mice intestinal	PRJEB29020	Mice intestinal microbiome				HANYANG UNIVERSITY	SAMEA4979700	
ERR3199521	ERR3199521	The stool of mouse	NC415	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382855	C57BL/6 
ERR3199522	ERR3199522	The stool of mouse	NC909	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382929	C57BL/6 
ERR3199523	ERR3199523	The stool of mouse	HB1002	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382308	C57BL/6 
ERR3199524	ERR3199524	The stool of mouse	GX.DG311	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382081	C57BL/6 
ERR3199525	ERR3199525	The stool of mouse	GX.DG502	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382097	C57BL/6 
ERR3199526	ERR3199526	The stool of mouse	GX.DG900	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382137	C57BL/6 
ERR3199527	ERR3199527	The stool of mouse	GX.DG100	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382000	C57BL/6 
ERR3199528	ERR3199528	The stool of mouse	NC802	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382906	C57BL/6 
ERR3199529	ERR3199529	The stool of mouse	NC310	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382834	C57BL/6 
ERR3199530	ERR3199530	The stool of mouse	HB509	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382395	C57BL/6 
ERR3199531	ERR3199531	The stool of mouse	GX.SG905	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382295	C57BL/6 
ERR3199532	ERR3199532	The stool of mouse	NC1009	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382785	C57BL/6 
ERR3199533	ERR3199533	The stool of mouse	GX.DG1405	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382050	C57BL/6 
ERR3199534	ERR3199534	The stool of mouse	GX.DG110	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382020	C57BL/6 
ERR3199535	ERR3199535	The stool of mouse	GX.DG609	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382115	C57BL/6 
ERR3199536	ERR3199536	The stool of mouse	HB305	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382359	C57BL/6 
ERR3199537	ERR3199537	The stool of mouse	GX.DG1311	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382044	C57BL/6 
ERR3199538	ERR3199538	The stool of mouse	NC900	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382920	C57BL/6 
ERR3199539	ERR3199539	The stool of mouse	NC102	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382794	C57BL/6 
ERR3199540	ERR3199540	The stool of mouse	GX.DG402	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382087	C57BL/6 
ERR3199541	ERR3199541	The stool of mouse	GX.DG808	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382134	C57BL/6 
ERR3199542	ERR3199542	The stool of mouse	HB210	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382348	C57BL/6 
ERR3199543	ERR3199543	The stool of mouse	NC502	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382858	C57BL/6 
ERR3199544	ERR3199544	The stool of mouse	GX.SG911	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382301	C57BL/6 
ERR3199545	ERR3199545	The stool of mouse	HB408	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382378	C57BL/6 
ERR3199546	ERR3199546	The stool of mouse	GX.DG1402	feces	PRJEB31298	Study on the diversity of gut microorganisms in mice infected with different toxic H7N9 viruses	Feces	China	2017-10-25	National Key Laboratory of Agricultural Microbiology	SAMEA5382047	C57BL/6 
